model,pooling,layer,standardised,contrast,ci_lo,ci_hi
mistral,mean_pool_hs,9,False,-0.00021880865097045898,-0.00028986856341362,-0.00010519251227378846
mistral,mean_pool_hs,9,True,-0.06391159817576408,-0.11238914467394352,-0.00531239891424776
mistral,mean_pool_hs,10,False,-0.0002586543560028076,-0.0003456510603427887,-0.00012541711330413822
mistral,mean_pool_hs,10,True,-0.07441510632634163,-0.12460582219064235,-0.014049446303397434
mistral,mean_pool_hs,11,False,-0.0003197789192199707,-0.0004282072186470032,-0.00014349669218063354
mistral,mean_pool_hs,11,True,-0.0862425621598959,-0.13660294394940137,-0.024985959567129616
mistral,mean_pool_hs,12,False,-0.0003688633441925049,-0.0004977323114871979,-0.00015825107693672182
mistral,mean_pool_hs,12,True,-0.09475303068757057,-0.14970484599471093,-0.027264512516558172
mistral,mean_pool_hs,13,False,-0.00043895840644836426,-0.000592368096113205,-0.00020152851939201366
mistral,mean_pool_hs,13,True,-0.09931348077952862,-0.15735513288527728,-0.03192423740401866
mistral,mean_pool_hs,14,False,-0.0005486011505126953,-0.000723545253276825,-0.00025761500000953674
mistral,mean_pool_hs,14,True,-0.10134056210517883,-0.15583629719913006,-0.03409965839236975
mistral,mean_pool_hs,15,False,-0.0006890594959259033,-0.0009218379855155945,-0.000333920866250992
mistral,mean_pool_hs,15,True,-0.10694512911140919,-0.16086349310353398,-0.042567004915326834
mistral,mean_pool_hs,16,False,-0.0008684694766998291,-0.0011450901627540588,-0.0004061207175254823
mistral,mean_pool_hs,16,True,-0.09886597283184528,-0.14881218140944838,-0.042462432198226464
mistral,mean_pool_hs,17,False,-0.0013000667095184326,-0.0017265431582927705,-0.0006245203316211701
mistral,mean_pool_hs,17,True,-0.10067996755242348,-0.14822548730298876,-0.044254051987081766
mistral,mean_pool_hs,18,False,-0.0016242265701293945,-0.0021519482135772703,-0.0008040904998779299
mistral,mean_pool_hs,18,True,-0.09639065712690353,-0.14100457839667796,-0.043488127272576095
mistral,mean_pool_hs,19,False,-0.0025228559970855713,-0.0032990120351314546,-0.0012443616986274719
mistral,mean_pool_hs,19,True,-0.08983045909553766,-0.13108815094456078,-0.03958941707387567
mistral,mean_pool_hs,20,False,-0.003639698028564453,-0.004787125438451767,-0.001740657538175583
mistral,mean_pool_hs,20,True,-0.08559920126572251,-0.12376778712496161,-0.040265412814915184
mistral,mean_pool_hs,21,False,-0.0044307708740234375,-0.005882591754198074,-0.0020917803049087524
mistral,mean_pool_hs,21,True,-0.07512402872089297,-0.11387730455026031,-0.032232807017862804
mistral,mean_pool_hs,22,False,-0.00532078742980957,-0.007292110472917557,-0.002364907413721085
mistral,mean_pool_hs,22,True,-0.07239796954672784,-0.11011903984472156,-0.031115898769348876
mistral,mean_pool_hs,23,False,-0.005950421094894409,-0.008006250113248825,-0.002718735486268999
mistral,mean_pool_hs,23,True,-0.06944405846297741,-0.10391779420897364,-0.030669195391237747
mistral,mean_pool_hs,24,False,-0.006744027137756348,-0.00925600454211235,-0.002995838969945908
mistral,mean_pool_hs,24,True,-0.06966275651939213,-0.10484841340221465,-0.030764085892587903
mistral,mean_pool_hs,25,False,-0.007516145706176758,-0.01037011444568634,-0.0033898659050464637
mistral,mean_pool_hs,25,True,-0.06734165828675032,-0.10158612625673413,-0.028248981293290867
mistral,mean_pool_hs,26,False,-0.0076901912689208984,-0.01051880642771721,-0.0033554509282112126
mistral,mean_pool_hs,26,True,-0.0665095136500895,-0.10040209018625319,-0.028182175476104035
mistral,mean_pool_hs,27,False,-0.008594393730163574,-0.011977889388799668,-0.0036662138998508455
mistral,mean_pool_hs,27,True,-0.06587193603627384,-0.09918776880949735,-0.027385935187339793
mistral,mean_pool_hs,28,False,-0.009367018938064575,-0.012900034338235855,-0.004028282314538957
mistral,mean_pool_hs,28,True,-0.06687699095346034,-0.10045398799702525,-0.02713227700442076
mistral,mean_pool_hs,29,False,-0.011113613843917847,-0.015218346565961837,-0.004741919040679932
mistral,mean_pool_hs,29,True,-0.06911638268502429,-0.10376131916418671,-0.02881993670016528
mistral,mean_pool_hs,30,False,-0.013665556907653809,-0.0186359703540802,-0.006060701608657838
mistral,mean_pool_hs,30,True,-0.07135832833591849,-0.10552696958184242,-0.030855165515095005
mistral,mean_pool_hs,31,False,-0.01976412534713745,-0.026861432939767838,-0.008965852111577995
mistral,mean_pool_hs,31,True,-0.07408615364693105,-0.10946716349571943,-0.03125885399058462
mistral,mean_pool_hs,32,False,-0.044078439474105835,-0.06967798992991447,-0.012593556940555573
mistral,mean_pool_hs,32,True,-0.0778605165251065,-0.11513497093692422,-0.03717261319980025
qwen,last_token_hs,0,False,0.0,0.0,0.0
qwen,last_token_hs,0,True,0.0,0.0,0.0
qwen,last_token_hs,1,False,-0.0004911422729492188,-0.0008677095174789429,-8.879303932189962e-05
qwen,last_token_hs,1,True,-0.010363653302192688,-0.050464007444679736,0.03551268877927213
qwen,last_token_hs,2,False,-0.0005454421043395996,-0.000838586688041687,-0.00017763674259185796
qwen,last_token_hs,2,True,-0.009630970191210508,-0.06997180276084691,0.056358173280023016
qwen,last_token_hs,3,False,-0.0009869933128356934,-0.0018731817603111268,-0.00021126866340637207
qwen,last_token_hs,3,True,-0.021307724760845304,-0.07684046393260359,0.044520049402490235
qwen,last_token_hs,4,False,-0.0014031529426574707,-0.0027885653078556063,-9.27604734897614e-05
qwen,last_token_hs,4,True,-0.025548849487677217,-0.08165002688765526,0.03751982604153454
qwen,last_token_hs,5,False,-0.001777350902557373,-0.0033463001251220702,-0.00011624619364738484
qwen,last_token_hs,5,True,-0.033866412937641144,-0.0758169436827302,0.01314878603443503
qwen,last_token_hs,6,False,-0.0016230344772338867,-0.003002605587244034,5.679577589035016e-05
qwen,last_token_hs,6,True,-0.03552830405533314,-0.06951677277684212,0.006427472364157434
qwen,last_token_hs,7,False,-0.0019875168800354004,-0.003374549746513367,-0.0002543598413467409
qwen,last_token_hs,7,True,-0.04729530890472233,-0.07537637436762452,-0.008662661071866798
qwen,last_token_hs,8,False,-0.0025037527084350586,-0.0036986030638217924,-0.0009334556758403778
qwen,last_token_hs,8,True,-0.06588390655815601,-0.10445690602064132,-0.014992143772542491
qwen,last_token_hs,9,False,-0.0035392940044403076,-0.005516543984413147,-0.0008471697568893443
qwen,last_token_hs,9,True,-0.06312291882932186,-0.1167217363603413,0.0046929026953875935
qwen,last_token_hs,10,False,-0.0038148462772369385,-0.0055805064737796785,-0.0014732070267200476
qwen,last_token_hs,10,True,-0.09478344582021236,-0.15440219501033425,-0.01653298689052465
qwen,last_token_hs,11,False,-0.004426777362823486,-0.00674731582403183,-0.0018871307373046879
qwen,last_token_hs,11,True,-0.09319433383643627,-0.15237821750342845,-0.01710756635293365
qwen,last_token_hs,12,False,-0.004496663808822632,-0.006527001410722733,-0.0019991248846054077
qwen,last_token_hs,12,True,-0.1063647847622633,-0.16770346313714982,-0.028909466695040482
qwen,last_token_hs,13,False,-0.005051553249359131,-0.007209214568138123,-0.0024562150239944456
qwen,last_token_hs,13,True,-0.15129675902426243,-0.20094850328750907,-0.07530102301388981
qwen,last_token_hs,14,False,-0.0037078559398651123,-0.00568726435303688,-0.0011423781514167785
qwen,last_token_hs,14,True,-0.1906951479613781,-0.24339173454791307,-0.10633075144141914
qwen,last_token_hs,15,False,-0.004411786794662476,-0.006434214115142822,-0.001813346147537232
qwen,last_token_hs,15,True,-0.19765974581241608,-0.25624151406809687,-0.10997737273573878
qwen,last_token_hs,16,False,-0.00514557957649231,-0.007543855160474777,-0.002263598144054413
qwen,last_token_hs,16,True,-0.2123680990189314,-0.27201754190027716,-0.12231540326029064
qwen,last_token_hs,17,False,-0.006641268730163574,-0.009755321592092515,-0.0030796617269516
qwen,last_token_hs,17,True,-0.24250194057822227,-0.2996848948299885,-0.14826953317970037
qwen,last_token_hs,18,False,-0.008347183465957642,-0.011643986403942107,-0.00455821231007576
qwen,last_token_hs,18,True,-0.2543985992670059,-0.30655063362792134,-0.1636739395558834
qwen,last_token_hs,19,False,-0.01937270164489746,-0.02562738358974457,-0.010809743404388434
qwen,last_token_hs,19,True,-0.2878851513378322,-0.3352246731519699,-0.1912101833149791
qwen,last_token_hs,20,False,-0.030976533889770508,-0.04047093242406845,-0.016834896057844162
qwen,last_token_hs,20,True,-0.2677839817479253,-0.3194912779144943,-0.1683485182002187
qwen,last_token_hs,21,False,-0.03904086351394653,-0.04988467246294022,-0.020340912789106377
qwen,last_token_hs,21,True,-0.24470447469502687,-0.29357470143586395,-0.150402925349772
qwen,last_token_hs,22,False,-0.04599753022193909,-0.05576872900128364,-0.028850934654474265
qwen,last_token_hs,22,True,-0.20733534352621064,-0.2532770480960608,-0.1195761900395155
qwen,last_token_hs,23,False,-0.052241772413253784,-0.06251870468258858,-0.03301735073328018
qwen,last_token_hs,23,True,-0.1629058513790369,-0.1987964349798858,-0.09175937753170729
qwen,last_token_hs,24,False,-0.05844023823738098,-0.07128639817237854,-0.03554176911711693
qwen,last_token_hs,24,True,-0.1471343319863081,-0.18410296980291604,-0.07998965047299864
qwen,last_token_hs,25,False,-0.05552452802658081,-0.06661833673715592,-0.0339323490858078
qwen,last_token_hs,25,True,-0.12174650095403194,-0.15507051362656057,-0.06403928566724063
qwen,last_token_hs,26,False,-0.05647680163383484,-0.06924582570791245,-0.034706756472587585
qwen,last_token_hs,26,True,-0.1146472729742527,-0.1498440494760871,-0.05892580458894375
qwen,last_token_hs,27,False,-0.055048227310180664,-0.0672953523695469,-0.033360061794519426
qwen,last_token_hs,27,True,-0.10197599604725838,-0.13558085532858968,-0.04980632197111846
qwen,mean_pool_hs,0,False,-0.005934536457061768,-0.00987805351614952,-0.0005543380975723281
qwen,mean_pool_hs,0,True,-0.015470321872271597,-0.042104273568838835,0.01449188182596117
qwen,mean_pool_hs,1,False,-0.001833885908126831,-0.002457193285226822,-0.0009249694645404818
qwen,mean_pool_hs,1,True,-0.03518457885365933,-0.06688311444595456,0.0008725015446543673
qwen,mean_pool_hs,2,False,-0.0003896951675415039,-0.0009588271379470826,0.00023714080452918993
qwen,mean_pool_hs,2,True,-0.02341107197571546,-0.053209059219807384,0.01070713521912694
qwen,mean_pool_hs,3,False,-0.00037553906440734863,-0.0012312114238739013,0.00045351684093475326
qwen,mean_pool_hs,3,True,-0.018702045403188094,-0.049451619107276204,0.01487023658119142
qwen,mean_pool_hs,4,False,-1.0818243026733398e-05,-2.3365020751953125e-05,3.1918287277221653e-06
qwen,mean_pool_hs,4,True,-0.02138051763176918,-0.08584535755217075,0.04757084804587065
qwen,mean_pool_hs,5,False,-1.1414289474487305e-05,-2.1041929721832274e-05,9.015202522277764e-07
qwen,mean_pool_hs,5,True,-0.026131916791200638,-0.07993907956406474,0.03214707337319849
qwen,mean_pool_hs,6,False,-1.1742115020751953e-05,-2.1219253540039062e-05,7.152557373046875e-07
qwen,mean_pool_hs,6,True,-0.033047713339328766,-0.09211682686582208,0.033543059136718505
qwen,mean_pool_hs,7,False,-1.8298625946044922e-05,-2.938583493232727e-05,-3.243982791900639e-06
qwen,mean_pool_hs,7,True,-0.04693606123328209,-0.10230880361050368,0.01515533421188592
qwen,mean_pool_hs,8,False,-4.738569259643555e-05,-6.763562560081482e-05,-1.8922984600067167e-05
qwen,mean_pool_hs,8,True,-0.05569556634873152,-0.1054768767207861,0.001146758534014218
qwen,mean_pool_hs,9,False,-6.809830665588379e-05,-9.653791785240174e-05,-2.6343762874603273e-05
qwen,mean_pool_hs,9,True,-0.07163424231112003,-0.1222051240503788,-0.010809863545000555
qwen,mean_pool_hs,10,False,-8.627772331237793e-05,-0.00012097805738449096,-3.571063280105593e-05
qwen,mean_pool_hs,10,True,-0.06700158258900046,-0.11155108637176454,-0.015196138899773363
qwen,mean_pool_hs,11,False,-7.790327072143555e-05,-0.00011279284954071044,-2.607330679893494e-05
qwen,mean_pool_hs,11,True,-0.06642267247661948,-0.1163479007780552,-0.008928184397518635
qwen,mean_pool_hs,12,False,-7.596611976623535e-05,-0.00010872706770896912,-2.377405762672425e-05
qwen,mean_pool_hs,12,True,-0.08893253281712532,-0.13982796631753444,-0.026912318263202912
qwen,mean_pool_hs,13,False,-8.210539817810059e-05,-0.00011674165725708007,-2.8195232152938868e-05
qwen,mean_pool_hs,13,True,-0.0989924818277359,-0.1524891283363104,-0.03615916687995199
qwen,mean_pool_hs,14,False,-9.161233901977539e-05,-0.00013024359941482544,-3.146231174468995e-05
qwen,mean_pool_hs,14,True,-0.1173413023352623,-0.17183060962706803,-0.051506438478827486
qwen,mean_pool_hs,15,False,-9.125471115112305e-05,-0.00013158172369003295,-2.9119104146957423e-05
qwen,mean_pool_hs,15,True,-0.12039193324744701,-0.17897471114993097,-0.04794562654569745
qwen,mean_pool_hs,16,False,-9.948015213012695e-05,-0.00014370754361152648,-2.8281658887863187e-05
qwen,mean_pool_hs,16,True,-0.13680029660463333,-0.19399406863376498,-0.06776421424001457
qwen,mean_pool_hs,17,False,-0.00011014938354492188,-0.00015667453408241272,-3.394484519958496e-05
qwen,mean_pool_hs,17,True,-0.14555891416966915,-0.20053569804877042,-0.07572053931653501
qwen,mean_pool_hs,18,False,-0.00011706352233886719,-0.00016476288437843322,-3.782063722610476e-05
qwen,mean_pool_hs,18,True,-0.1429312713444233,-0.19742547795176507,-0.07668641563504937
qwen,mean_pool_hs,19,False,-0.00013086199760437012,-0.00018482431769371033,-4.441961646080018e-05
qwen,mean_pool_hs,19,True,-0.1430059466511011,-0.19508643029257655,-0.07858590614050627
qwen,mean_pool_hs,20,False,-0.00018790364265441895,-0.00026436522603034973,-6.647631525993348e-05
qwen,mean_pool_hs,20,True,-0.144679618999362,-0.19493502033874394,-0.08082905169576407
qwen,mean_pool_hs,21,False,-0.0002522468566894531,-0.0003541082143783569,-9.286850690841676e-05
qwen,mean_pool_hs,21,True,-0.13643881678581238,-0.18869310906156897,-0.0753152932971716
qwen,mean_pool_hs,22,False,-0.00042173266410827637,-0.0005867272615432739,-0.0001666136085987092
qwen,mean_pool_hs,22,True,-0.11779370345175266,-0.16798349739983678,-0.06240373570472003
qwen,mean_pool_hs,23,False,-0.0006391704082489014,-0.0008661262691020966,-0.0002757273614406587
qwen,mean_pool_hs,23,True,-0.10634833294898272,-0.15008216351270676,-0.055777186155319215
qwen,mean_pool_hs,24,False,-0.000807344913482666,-0.0011701248586177826,-0.0002566032111644746
qwen,mean_pool_hs,24,True,-0.09037254541181028,-0.12918846774846315,-0.04535607360303402
qwen,mean_pool_hs,25,False,-0.0010630786418914795,-0.001499534398317337,-0.0003615893423557282
qwen,mean_pool_hs,25,True,-0.08764217481802916,-0.1264709483832121,-0.04187109200283885
qwen,mean_pool_hs,26,False,-0.0013203024864196777,-0.0018570557236671447,-0.0004472315311431888
qwen,mean_pool_hs,26,True,-0.08696762879844755,-0.12569421902298927,-0.04196725739166141
qwen,mean_pool_hs,27,False,-0.0024702250957489014,-0.0035866178572177888,-0.0008424378931522372
qwen,mean_pool_hs,27,True,-0.08657077112002298,-0.12340709175914526,-0.042241002433001995
qwen_base,last_token_hs,0,False,0.0,0.0,0.0
qwen_base,last_token_hs,0,True,0.0,0.0,0.0
qwen_base,last_token_hs,1,False,0.001782059669494629,-0.0001888647675514221,0.0036156632006168355
qwen_base,last_token_hs,1,True,-0.0018413010984659195,-0.029386928025633096,0.0320869454415515
qwen_base,last_token_hs,2,False,0.0013654232025146484,-0.0004893295466899872,0.002830841392278671
qwen_base,last_token_hs,2,True,-0.003919363021850586,-0.022157739009708168,0.01864497591741383
qwen_base,last_token_hs,3,False,0.002553701400756836,0.0005751155316829681,0.004199530929327011
qwen_base,last_token_hs,3,True,-0.011718101100996137,-0.03534993608482182,0.01436001737602055
qwen_base,last_token_hs,4,False,0.0025311410427093506,-0.0024519287049770354,0.0072101794183254235
qwen_base,last_token_hs,4,True,-0.02177080509136431,-0.04267924781888723,0.0022729223361238797
qwen_base,last_token_hs,5,False,-0.00037172436714172363,-0.005608224123716354,0.00559210181236267
qwen_base,last_token_hs,5,True,-0.019941462902352214,-0.0445124784251675,0.01310389693826437
qwen_base,last_token_hs,6,False,0.00046119093894958496,-0.006424968689680099,0.007596178352832794
qwen_base,last_token_hs,6,True,-0.026547167915850878,-0.053694830555468795,0.010642302990891007
qwen_base,last_token_hs,7,False,-0.0026580095291137695,-0.010790669918060302,0.005979411303997039
qwen_base,last_token_hs,7,True,-0.03098324965685606,-0.05939222346059978,0.0007843833416700275
qwen_base,last_token_hs,8,False,-0.006214261054992676,-0.01614984720945358,0.00441160127520561
qwen_base,last_token_hs,8,True,-0.041644240729510784,-0.07037407765164971,-0.01102250721305609
qwen_base,last_token_hs,9,False,-0.011467933654785156,-0.021643466502428054,0.0015387572348117772
qwen_base,last_token_hs,9,True,-0.05248296423815191,-0.08676929101347923,-0.013884483184665442
qwen_base,last_token_hs,10,False,-0.011749118566513062,-0.027489802986383437,0.0061282411217689495
qwen_base,last_token_hs,10,True,-0.07024177210405469,-0.10746988905593753,-0.030267039267346262
qwen_base,last_token_hs,11,False,-0.01621207594871521,-0.03271928057074547,0.004951132833957669
qwen_base,last_token_hs,11,True,-0.07221757620573044,-0.11235583564266563,-0.02629010397940875
qwen_base,last_token_hs,12,False,-0.020656853914260864,-0.03740314468741417,0.0014205940067768096
qwen_base,last_token_hs,12,True,-0.09557436034083366,-0.14374459208920598,-0.04170730104669929
qwen_base,last_token_hs,13,False,-0.025311410427093506,-0.04581571146845818,0.0004443317651748621
qwen_base,last_token_hs,13,True,-0.11731882393360138,-0.17372210822068154,-0.056768020614981665
qwen_base,last_token_hs,14,False,-0.024745076894760132,-0.04575065597891807,0.0018623910844326008
qwen_base,last_token_hs,14,True,-0.1266204258427024,-0.19406832819804548,-0.055417151376605044
qwen_base,last_token_hs,15,False,-0.02623555064201355,-0.051290310174226764,0.0029333829879760707
qwen_base,last_token_hs,15,True,-0.11840459099039435,-0.19496896294876934,-0.035771460738033056
qwen_base,last_token_hs,16,False,-0.02275305986404419,-0.047754299640655515,0.005207060277462002
qwen_base,last_token_hs,16,True,-0.1349031305871904,-0.21639411570504308,-0.04808665914461018
qwen_base,last_token_hs,17,False,-0.024449020624160767,-0.05289565473794937,0.004959352314472198
qwen_base,last_token_hs,17,True,-0.13753449625801295,-0.21909010047093033,-0.046652171108871716
qwen_base,last_token_hs,18,False,-0.020204871892929077,-0.0480928011238575,0.009690935909748073
qwen_base,last_token_hs,18,True,-0.1359273842535913,-0.2187409471720457,-0.04348716475069525
qwen_base,last_token_hs,19,False,-0.015210747718811035,-0.043153373152017595,0.013802056014537805
qwen_base,last_token_hs,19,True,-0.137312549399212,-0.2219916542991996,-0.04350089607760315
qwen_base,last_token_hs,20,False,-0.014450043439865112,-0.05252963826060295,0.024527082592248915
qwen_base,last_token_hs,20,True,-0.13962123589590192,-0.23054028269834817,-0.0409841097891331
qwen_base,last_token_hs,21,False,-0.01306009292602539,-0.05723817348480224,0.02819981500506398
qwen_base,last_token_hs,21,True,-0.14195498265326023,-0.23794692065566778,-0.038817721325904136
qwen_base,last_token_hs,22,False,-0.018793344497680664,-0.07035881802439689,0.028204505145549758
qwen_base,last_token_hs,22,True,-0.13510780758224428,-0.22890671519562603,-0.0343677531927824
qwen_base,last_token_hs,23,False,-0.020767003297805786,-0.08405154347419738,0.030851975828409164
qwen_base,last_token_hs,23,True,-0.12195755098946393,-0.21565224658697843,-0.029239279776811664
qwen_base,last_token_hs,24,False,-0.025744616985321045,-0.10087383091449738,0.03205951973795889
qwen_base,last_token_hs,24,True,-0.12092465674504638,-0.21181602757424117,-0.03032228406518699
qwen_base,last_token_hs,25,False,-0.031234651803970337,-0.11312321349978446,0.02902697548270225
qwen_base,last_token_hs,25,True,-0.10864945966750383,-0.19583117472939193,-0.024699108861386775
qwen_base,last_token_hs,26,False,-0.031266748905181885,-0.11014133170247078,0.027013999968767164
qwen_base,last_token_hs,26,True,-0.10214821062982082,-0.1836101369932294,-0.02466137083247304
qwen_base,last_token_hs,27,False,-0.029601991176605225,-0.1027368001639843,0.024909865856170655
qwen_base,last_token_hs,27,True,-0.09849706664681435,-0.17644996028393506,-0.026653285790234814
qwen_base,last_token_hs,28,False,0.2901720479130745,0.13113136552274227,0.4087751889601349
qwen_base,last_token_hs,28,True,-0.12081735581159592,-0.26690450706519186,-0.004716432094573977
qwen_base,mean_pool_hs,0,False,0.0042292773723602295,-0.015620766580104828,0.023467604815959928
qwen_base,mean_pool_hs,0,True,-0.010509263724088669,-0.0357440619263798,0.017885336466133595
qwen_base,mean_pool_hs,1,False,-0.0023791491985321045,-0.008774896711111068,0.005455342680215835
qwen_base,mean_pool_hs,1,True,-0.033229705528356135,-0.06720968279987574,0.006323020346462725
qwen_base,mean_pool_hs,2,False,0.0023908913135528564,-0.0017229534685611724,0.006743929535150526
qwen_base,mean_pool_hs,2,True,-0.02177840837975964,-0.05263940766453743,0.012772036995738738
qwen_base,mean_pool_hs,3,False,0.006835132837295532,0.0002832092344760895,0.01255039349198341
qwen_base,mean_pool_hs,3,True,-0.020020369440317154,-0.0432964445091784,0.0049542940221726835
qwen_base,mean_pool_hs,4,False,0.0001156926155090332,1.363903284072876e-05,0.00018228217959403992
qwen_base,mean_pool_hs,4,True,0.03302606428042054,-0.08043554276227952,0.161184348189272
qwen_base,mean_pool_hs,5,False,6.830692291259766e-05,2.676993608474732e-06,0.00011398121714591978
qwen_base,mean_pool_hs,5,True,0.015184381976723671,-0.06942136706784367,0.10841834363527596
qwen_base,mean_pool_hs,6,False,6.464123725891113e-05,2.532452344894409e-06,0.00010896921157836913
qwen_base,mean_pool_hs,6,True,0.010469102300703526,-0.07201049318537116,0.10151074186433105
qwen_base,mean_pool_hs,7,False,5.340576171875e-05,-7.969886064529418e-06,0.00010014101862907409
qwen_base,mean_pool_hs,7,True,-0.005519358237506822,-0.08276990046724676,0.07635877295397218
qwen_base,mean_pool_hs,8,False,1.6748905181884766e-05,-5.125105381011963e-05,7.714256644248961e-05
qwen_base,mean_pool_hs,8,True,-0.03690923750400543,-0.10629481077194214,0.03487864453345537
qwen_base,mean_pool_hs,9,False,-1.958012580871582e-05,-9.26278531551361e-05,5.681440234184261e-05
qwen_base,mean_pool_hs,9,True,-0.058991226367652416,-0.12462476715445518,0.010845131613314142
qwen_base,mean_pool_hs,10,False,-2.193450927734375e-05,-9.864494204521179e-05,5.749315023422241e-05
qwen_base,mean_pool_hs,10,True,-0.06869645789265633,-0.1344159879721701,0.004394711181521411
qwen_base,mean_pool_hs,11,False,-3.1322240829467773e-05,-0.00011125952005386353,5.304515361785886e-05
qwen_base,mean_pool_hs,11,True,-0.0707957623526454,-0.1402908387593925,0.004768322315067019
qwen_base,mean_pool_hs,12,False,-3.2395124435424805e-05,-0.00010908246040344238,5.132630467414856e-05
qwen_base,mean_pool_hs,12,True,-0.08281117305159569,-0.15604876279830932,-0.003082846570760023
qwen_base,mean_pool_hs,13,False,-4.3839216232299805e-05,-0.00012163445353507996,4.419907927513122e-05
qwen_base,mean_pool_hs,13,True,-0.08680434711277485,-0.16389200175181032,-0.007667317893356086
qwen_base,mean_pool_hs,14,False,-5.543231964111328e-05,-0.00014040246605873108,4.023835062980651e-05
qwen_base,mean_pool_hs,14,True,-0.10316270031034946,-0.18026537522673608,-0.02223922386765481
qwen_base,mean_pool_hs,15,False,-5.85019588470459e-05,-0.00014382973313331604,4.17560338973999e-05
qwen_base,mean_pool_hs,15,True,-0.1090621817857027,-0.1888071447610855,-0.02550655826926232
qwen_base,mean_pool_hs,16,False,-7.095932960510254e-05,-0.0001636601984500885,3.6765635013580305e-05
qwen_base,mean_pool_hs,16,True,-0.12051833420991898,-0.19887349829077722,-0.03669723067432643
qwen_base,mean_pool_hs,17,False,-8.067488670349121e-05,-0.00017349272966384887,3.0071288347244235e-05
qwen_base,mean_pool_hs,17,True,-0.12460116297006607,-0.2052646237425506,-0.03941091038286687
qwen_base,mean_pool_hs,18,False,-9.098649024963379e-05,-0.00018436089158058167,2.3548305034637393e-05
qwen_base,mean_pool_hs,18,True,-0.12127440050244331,-0.20309653654694557,-0.03835308458656075
qwen_base,mean_pool_hs,19,False,-0.00012311339378356934,-0.00023027807474136354,8.668005466461077e-06
qwen_base,mean_pool_hs,19,True,-0.1260879449546337,-0.21024217493832112,-0.04253674522042274
qwen_base,mean_pool_hs,20,False,-0.00023406744003295898,-0.00037686824798583985,-3.1496584415435795e-05
qwen_base,mean_pool_hs,20,True,-0.13202395848929882,-0.20923904469236732,-0.052727450337260964
qwen_base,mean_pool_hs,21,False,-0.00036028027534484863,-0.0005481787025928498,-8.273869752883914e-05
qwen_base,mean_pool_hs,21,True,-0.1278626900166273,-0.19974353201687337,-0.05615095291286709
qwen_base,mean_pool_hs,22,False,-0.0006528198719024658,-0.000940442830324173,-0.00021931454539299015
qwen_base,mean_pool_hs,22,True,-0.11839350871741772,-0.1801454758271575,-0.05169261367991568
qwen_base,mean_pool_hs,23,False,-0.001026064157485962,-0.0014534279704093932,-0.00039053410291671757
qwen_base,mean_pool_hs,23,True,-0.10238987766206264,-0.15388051429763436,-0.04664598517119885
qwen_base,mean_pool_hs,24,False,-0.0015328824520111084,-0.0021917678415775297,-0.0005394004285335542
qwen_base,mean_pool_hs,24,True,-0.08840207767207175,-0.12909799092449248,-0.04086670363321901
qwen_base,mean_pool_hs,25,False,-0.0021160244941711426,-0.003048416972160339,-0.0006696842610836034
qwen_base,mean_pool_hs,25,True,-0.0852370286011137,-0.12595586217939853,-0.039019116573035716
qwen_base,mean_pool_hs,26,False,-0.0027143359184265137,-0.0039865091443061825,-0.0007282949984073643
qwen_base,mean_pool_hs,26,True,-0.08316068910062313,-0.12474904539994895,-0.03639606023207307
qwen_base,mean_pool_hs,27,False,-0.00909191370010376,-0.013508613407611846,-0.0022884815931320194
qwen_base,mean_pool_hs,27,True,-0.0874892792198807,-0.1287488500587642,-0.04029876869171858
qwen_base,mean_pool_hs,28,False,0.174378901720047,0.07652295380830765,0.23571403287351128
qwen_base,mean_pool_hs,28,True,-0.12443305039778352,-0.23935042953235097,-0.05018377229571343
